customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BillingDelayDays,LastSupportContactDaysAgo,ContractRenewalRemainingDays,TechComplaint,NumSupportCalls,CustomerSatisfaction,HasMultipleServices,AvgMonthlyRevenue,PaymentRegularityIndex,SupportInteractionRate,LoyaltyScore,PromoResponse,NetPromoterScore
5628-RKIFK,No,Female,1.0,No,No,49.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,29,74,24,1,2,4,1,103.47755102040816,0.5166666666666666,0.04081632653061224,71.56,1,8
0206-TBWLC,No,Female,0.0,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,5,57,20,0,2,3,1,112.02777777777777,0.9166666666666666,0.037037037037037035,76.33,1,5
2937-FTHUR,No,Female,0.0,No,Yes,18.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,15,112,14,1,2,3,1,64.81666666666666,0.75,0.1111111111111111,53.0,1,4
1910-FMXJM,No,Female,0.0,Yes,No,36.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,38,88,0,0,1,3,1,81.60138888888889,0.3666666666666667,0.027777777777777776,55.33,1,3
7752-XUSCI,Yes,Female,0.0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,20,106,22,0,1,3,1,106.6075,0.6666666666666667,0.016666666666666666,74.67,1,5
4110-PFEUZ,Yes,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,49,118,23,0,3,3,0,69.55,0.18333333333333335,1.0,22.22,0,4
0732-OCQOC,No,Female,0.0,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,27,42,149,0,1,3,0,24.427884615384617,0.55,0.019230769230769232,57.89,0,4
5168-MSWXT,No,Male,0.0,Yes,Yes,8.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,6,33,4,1,3,2,1,94.94375,0.9,0.375,44.44,0,2
1090-ESELR,No,Male,0.0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,36,30,49,0,2,4,1,105.71597222222222,0.4,0.027777777777777776,82.0,1,7
8592-PLTMQ,No,Female,0.0,No,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,45,4,13,0,1,4,0,25.66796875,0.25,0.015625,64.56,1,7
5760-WRAHC,No,Female,1.0,No,No,22.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,19,105,10,0,2,2,1,70.24545454545455,0.6833333333333333,0.09090909090909091,47.89,1,3
8847-GEOOQ,No,Male,0.0,Yes,No,60.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,23,15,26,0,1,5,1,59.70666666666667,0.6166666666666667,0.016666666666666666,85.67,1,10
0256-LTHVJ,Yes,Female,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,9,112,22,0,2,1,1,79.53928571428571,0.85,0.07142857142857142,48.56,1,0
4785-FCIFB,No,Female,0.0,Yes,No,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,35,24,302,0,1,2,0,23.24426229508197,0.41666666666666663,0.01639344262295082,54.22,1,3
8313-NDOIA,No,Female,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,19,101,24,0,0,2,1,103.94375000000001,0.6833333333333333,0.0,49.0,1,2
5149-CUZUJ,No,Male,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,25,69,217,0,2,4,1,98.86964285714285,0.5833333333333333,0.07142857142857142,61.22,1,9
0942-KOWSM,No,Female,0.0,Yes,Yes,30.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,35,61,5,1,2,1,1,78.97666666666667,0.41666666666666663,0.06666666666666667,41.0,0,0
4237-CLSMM,No,Male,0.0,Yes,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,31,74,24,0,0,3,0,19.0,0.4833333333333333,0.0,28.78,0,6
1452-VOQCH,No,Male,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,0,69,10,0,2,1,0,75.1,1.0,1.0,26.56,0,1
4719-UMSIY,No,Male,0.0,No,Yes,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,16,77,0,0,2,3,0,16.816666666666666,0.7333333333333334,0.3333333333333333,36.0,1,5
6614-VBEGU,No,Female,0.0,Yes,No,24.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,16,83,14,0,2,3,1,67.25208333333333,0.7333333333333334,0.08333333333333333,56.0,1,6
0880-TKATG,Yes,Male,0.0,Yes,Yes,4.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,28,120,12,0,1,4,1,96.475,0.5333333333333333,0.25,46.89,1,9
3811-VBYBZ,Yes,Male,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,10,13,20,0,1,3,1,96.17857142857143,0.8333333333333334,0.14285714285714285,48.56,1,5
1480-BKXGA,No,Male,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,24,41,169,0,1,2,1,116.73472222222222,0.6,0.013888888888888888,74.0,1,2
2996-XAUVF,No,Male,0.0,No,No,70.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,11,45,69,0,1,5,0,39.996428571428574,0.8166666666666667,0.014285714285714285,85.22,1,9
9076-AXYIK,No,Male,1.0,Yes,No,64.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,36,59,166,0,2,1,1,102.16328125,0.4,0.03125,59.56,0,0
5968-XQIVE,No,Male,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,20,20,339,1,5,2,1,91.51319444444444,0.6666666666666667,0.06944444444444445,75.33,1,1
8896-RAZCR,No,Female,0.0,No,Yes,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,52,35,3,0,4,1,0,19.729545454545455,0.1333333333333333,0.09090909090909091,33.11,1,0
4640-UHDOS,Yes,Female,0.0,Yes,Yes,13.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,31,57,5,1,5,1,1,56.48846153846154,0.4833333333333333,0.38461538461538464,32.89,0,0
4933-IKULF,No,Female,1.0,No,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,13,82,293,0,0,1,0,19.447058823529414,0.7833333333333333,0.0,31.11,1,0
3583-EKAPL,Yes,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,3,27,10,1,4,4,1,55.0,0.95,1.0,53.56,0,7
1304-BCCFO,No,Male,0.0,Yes,No,9.0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,9,55,15,0,1,2,1,62.71111111111111,0.85,0.1111111111111111,44.0,0,4
4104-PVRPS,No,Male,0.0,Yes,No,24.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,35,47,18,0,0,3,0,54.80625,0.41666666666666663,0.0,39.67,1,6
9399-APLBT,Yes,Female,0.0,Yes,Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,5,68,6,0,1,2,0,74.7,0.9166666666666666,1.0,30.89,0,3
2359-KMGLI,Yes,Male,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,10,119,18,1,2,3,0,77.5625,0.8333333333333334,0.08333333333333333,48.0,0,5
3780-DDGSE,No,Male,1.0,Yes,Yes,35.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,18,20,25,1,2,5,1,78.49142857142857,0.7,0.05714285714285714,73.44,1,10
4431-EDMIQ,No,Female,0.0,Yes,Yes,7.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,31,26,17,0,1,2,1,79.14999999999999,0.4833333333333333,0.14285714285714285,35.56,0,4
0306-JAELE,Yes,Male,0.0,No,No,5.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,26,83,12,0,4,1,1,90.67999999999999,0.5666666666666667,0.8,30.11,0,1
6227-HWPWX,Yes,Female,0.0,No,Yes,15.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,42,29,4,1,3,4,0,66.32,0.30000000000000004,0.2,38.33,0,9
0486-LGCCH,No,Male,0.0,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,27,103,0,1,1,2,0,20.522727272727273,0.55,0.09090909090909091,29.11,0,2
0447-BEMNG,Yes,Female,0.0,Yes,No,48.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,17,102,28,1,3,3,0,44.6875,0.7166666666666667,0.0625,59.0,0,6
4612-SSVHJ,No,Female,1.0,No,No,20.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,22,120,15,0,3,3,1,83.58,0.6333333333333333,0.15,51.78,1,4
5168-MQQCA,No,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,32,46,354,1,3,2,1,111.16388888888889,0.4666666666666667,0.041666666666666664,71.33,0,2
5949-XIKAE,Yes,Female,0.0,Yes,Yes,8.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,34,98,3,0,0,3,1,85.00625,0.43333333333333335,0.0,41.11,1,4
7971-HLVXI,No,Male,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,5,88,81,1,1,1,1,85.15069444444445,0.9166666666666666,0.013888888888888888,74.33,1,0
9094-AZPHK,No,Female,0.0,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,16,17,27,1,2,2,1,94.33333333333333,0.7333333333333334,0.13333333333333333,45.0,0,3
3649-JPUGY,No,Male,0.0,No,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,10,28,215,0,1,4,1,86.13819444444444,0.8333333333333334,0.013888888888888888,90.67,0,6
8372-JUXUI,Yes,Male,0.0,No,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,13,39,9,0,1,2,0,74.35,0.7833333333333333,1.0,28.22,0,2
3552-CTCYF,No,Male,0.0,Yes,Yes,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,19,9,115,1,2,5,1,104.71825396825396,0.6833333333333333,0.031746031746031744,88.67,0,10
6778-YSNIH,No,Female,0.0,No,No,2.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,26,88,27,0,0,2,1,57.075,0.5666666666666667,0.0,34.44,1,3
0388-EOPEX,Yes,Female,0.0,Yes,No,2.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,11,89,20,0,0,4,0,69.7,0.8166666666666667,0.0,41.44,1,7
5756-OZRIO,No,Male,1.0,Yes,No,61.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,26,77,97,0,1,2,1,63.97704918032787,0.5666666666666667,0.01639344262295082,67.22,0,3
6579-JPICP,No,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,49,98,4,0,3,3,0,20.4,0.18333333333333335,1.0,22.22,0,6
8205-OTCHB,Yes,Male,0.0,No,No,22.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,18,77,15,0,1,4,0,41.07272727272727,0.7,0.045454545454545456,50.22,1,7
4134-BSXLX,No,Male,0.0,Yes,No,28.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,44,17,26,0,2,2,0,63.77321428571429,0.2666666666666667,0.07142857142857142,32.89,1,3
0505-SPOOW,No,Female,0.0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,32,100,10,0,0,1,0,19.966428571428573,0.4666666666666667,0.0,54.22,1,0
6235-VDHOM,Yes,Female,1.0,No,No,5.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,47,68,10,1,4,2,0,26.21,0.21666666666666667,0.8,19.11,0,3
7783-YKGDV,Yes,Female,0.0,No,No,12.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,7,64,3,1,1,3,1,103.20416666666667,0.8833333333333333,0.08333333333333333,52.33,0,5
4374-YMUSQ,No,Male,0.0,No,No,34.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,19,39,294,1,1,2,1,114.6779411764706,0.6833333333333333,0.029411764705882353,54.56,1,2
4513-CXYIX,No,Female,1.0,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,18,116,207,1,6,1,0,79.94366197183099,0.7,0.08450704225352113,59.44,0,0
3957-HHLMR,No,Female,0.0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,29,4,7,0,0,5,1,64.90214285714285,0.5166666666666666,0.0,89.22,0,10
7803-XOCCZ,No,Female,0.0,Yes,Yes,52.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,2,12,24,0,2,3,0,83.20769230769231,0.9666666666666667,0.038461538461538464,66.22,1,5
5736-YEJAX,No,Male,0.0,No,Yes,69.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,6,91,327,1,1,2,1,79.74710144927536,0.9,0.014492753623188406,78.33,0,3
5609-CEBID,Yes,Female,1.0,No,No,20.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,26,88,17,0,0,3,1,89.12,0.5666666666666667,0.0,50.44,1,7
8981-FJGLA,No,Male,0.0,No,Yes,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,19,100,28,0,0,1,0,77.43636363636364,0.6833333333333333,0.0,25.78,0,0
7218-HKQFK,Yes,Male,0.0,Yes,No,2.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,20,14,10,1,3,4,1,83.75,0.6666666666666667,1.0,48.44,1,8
4636-QRJKY,Yes,Female,0.0,Yes,Yes,6.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,13,81,22,1,3,4,0,83.80833333333334,0.7833333333333333,0.5,43.0,0,8
1135-LMECX,No,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,35,16,10,0,1,3,0,19.85,0.41666666666666663,1.0,26.89,1,5
4332-MUOEZ,No,Male,1.0,Yes,Yes,20.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,24,11,236,1,1,5,1,90.91499999999999,0.6,0.05,63.11,1,9
8535-SFUTN,No,Male,0.0,No,No,61.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,34,6,6,0,2,3,1,103.2811475409836,0.43333333333333335,0.03278688524590164,70.56,0,5
5956-VKDTT,Yes,Female,1.0,Yes,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,26,117,0,0,3,2,0,66.96000000000001,0.5666666666666667,0.6,26.11,0,2
8677-HDZEE,No,Female,0.0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,1,0,18,0,1,3,1,105.65982142857142,0.9833333333333333,0.017857142857142856,78.78,1,5
2475-MROZF,No,Male,0.0,No,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,1,71,8,1,5,1,0,95.08,0.9833333333333333,0.16666666666666666,42.33,0,0
9412-GHEEC,Yes,Male,0.0,No,No,40.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,32,95,19,1,6,1,1,103.29875,0.4666666666666667,0.15,47.56,0,0
3482-ABPKK,No,Female,0.0,No,No,28.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,36,112,192,0,2,1,0,55.225,0.4,0.07142857142857142,29.56,0,0
6705-LXORM,No,Female,1.0,Yes,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,28,31,16,0,1,4,0,60.52,0.5333333333333333,0.2,37.44,1,7
0257-ZESQC,Yes,Female,1.0,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,23,120,6,0,1,2,0,71.4574074074074,0.6166666666666667,0.037037037037037035,39.33,0,2
7531-GQHME,No,Male,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,23,13,20,0,1,3,0,22.120833333333334,0.6166666666666667,0.08333333333333333,37.0,1,5
5174-ITUMV,No,Male,0.0,Yes,Yes,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,31,116,18,0,1,3,1,104.32014925373134,0.4833333333333333,0.014925373134328358,74.89,1,4
4109-CYRBD,No,Male,1.0,Yes,No,29.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,20,19,28,1,1,5,0,49.724137931034484,0.6666666666666667,0.034482758620689655,59.44,0,10
0913-XWSCN,No,Male,0.0,Yes,Yes,55.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,34,73,19,0,1,2,1,85.69818181818181,0.43333333333333335,0.01818181818181818,61.22,0,3
6825-UYPFK,Yes,Female,0.0,No,No,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,44,13,19,0,2,4,0,76.4608695652174,0.2666666666666667,0.08695652173913043,42.11,0,6
8397-MVTAZ,Yes,Male,0.0,Yes,No,34.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,34,26,3,0,1,3,1,102.3529411764706,0.43333333333333335,0.029411764705882353,55.56,0,5
0750-EBAIU,No,Male,0.0,No,No,52.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,14,119,64,1,1,2,1,91.12115384615385,0.7666666666666666,0.019230769230769232,66.22,0,0
8606-CIQUL,No,Male,1.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,29,54,208,0,4,4,1,116.6548611111111,0.5166666666666666,0.05555555555555555,84.33,0,5
3571-DPYUH,No,Male,0.0,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,33,50,128,0,7,2,1,93.62672413793103,0.44999999999999996,0.1206896551724138,63.22,0,2
7601-GNDYK,No,Male,0.0,Yes,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,27,67,341,0,1,1,0,19.627142857142857,0.55,0.02857142857142857,36.44,0,0
0356-OBMAC,No,Female,1.0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,21,9,205,0,3,4,1,101.89821428571429,0.65,0.05357142857142857,78.11,0,6
8067-NIOYM,No,Female,0.0,Yes,Yes,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,15,72,140,0,0,2,0,20.443749999999998,0.75,0.0,40.33,0,1
1403-GYAFU,No,Male,0.0,Yes,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,32,18,309,0,1,3,0,19.432142857142857,0.4666666666666667,0.014285714285714285,66.22,0,6
4234-XTNEA,No,Male,0.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,2,97,6,1,1,4,1,87.225,0.9666666666666667,0.5,54.44,1,6
1297-VQDRP,No,Male,1.0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,30,82,30,1,6,2,1,108.5264705882353,0.5,0.08823529411764706,69.78,1,2
9282-IZGQK,Yes,Female,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,32,91,2,0,1,1,1,85.0,0.4666666666666667,1.0,25.89,0,0
5348-CAGXB,No,Male,0.0,No,No,12.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,29,48,7,0,1,3,1,85.14583333333333,0.5166666666666666,0.08333333333333333,45.0,0,5
0621-HJWXJ,No,Female,0.0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,3,3,18,1,3,5,0,79.82619047619048,0.95,0.047619047619047616,84.0,1,8
5844-QVTAT,No,Female,0.0,Yes,Yes,33.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,1,57,145,0,1,5,0,59.25454545454546,0.9833333333333333,0.030303030303030304,68.0,1,9
8905-IAZPF,No,Female,0.0,Yes,No,69.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,10,13,340,0,2,4,1,97.74202898550725,0.8333333333333334,0.028985507246376812,89.0,1,8
5394-MEITZ,No,Female,0.0,Yes,Yes,60.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,13,34,117,0,0,2,1,82.445,0.7833333333333333,0.0,71.0,1,1
6859-QNXIQ,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,11,116,232,1,1,1,1,114.5625,0.8166666666666667,0.013888888888888888,72.33,0,1
2782-LFZVW,No,Female,0.0,No,No,11.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,1,9,18,0,2,4,1,54.690909090909095,0.9833333333333333,0.18181818181818182,59.78,1,9
2866-IKBTM,No,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,20,16,6,0,2,3,0,19.55,0.6666666666666667,1.0,31.89,1,5
1342-JPNKI,Yes,Male,0.0,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,29,90,20,1,2,1,1,83.41,0.5166666666666666,0.2,31.89,0,1
2817-NTQDO,Yes,Male,0.0,No,No,13.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,14,83,23,0,0,4,0,45.92307692307692,0.7666666666666666,0.0,46.56,0,7
7129-AZJDE,No,Male,0.0,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,14,51,154,1,0,5,1,77.85882352941177,0.7666666666666666,0.0,74.22,1,9
6986-IJDHX,Yes,Male,0.0,Yes,Yes,39.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,33,107,14,0,2,1,1,83.74358974358974,0.44999999999999996,0.05128205128205128,46.67,0,0
2560-PPCHE,No,Female,0.0,No,No,65.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,23,86,290,1,6,1,1,103.75769230769231,0.6166666666666667,0.09230769230769231,64.44,0,0
