customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BillingDelayDays,LastSupportContactDaysAgo,ContractRenewalRemainingDays,TechComplaint,NumSupportCalls,CustomerSatisfaction,HasMultipleServices,AvgMonthlyRevenue,PaymentRegularityIndex,SupportInteractionRate,LoyaltyScore,PromoResponse,NetPromoterScore,ChurnBinary,ChargesTenureRatio,JoinDate,LastActiveDate
3571-RFHAR,Yes,Male,0.0,No,No,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,19,60,23,1,4,3,1,106.78769230769231,0.6833333333333333,0.06153846153846154,77.78,1,5,1,1.6792307692307693,2020-04-30 00:00:00.000000000,2025-09-01
6616-AALSR,No,Female,0.0,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,31,99,116,1,3,1,1,103.46615384615384,0.4833333333333333,0.046153846153846156,61.78,0,0,0,1.6046153846153846,2020-04-30 00:00:00.000000000,2025-09-01
2560-PPCHE,No,Female,0.0,No,No,65.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,23,86,290,1,6,1,1,103.75769230769231,0.6166666666666667,0.09230769230769231,64.44,0,0,0,1.616153846153846,2020-04-30 00:00:00.000000000,2025-09-01
9776-OJUZI,No,Female,1.0,No,No,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,27,67,26,0,1,1,1,95.74307692307693,0.55,0.015384615384615385,63.11,0,0,0,1.4684615384615385,2020-04-30 00:00:00.000000000,2025-09-01
TC0005270,No,Female,0.0,No,No,64.95525872815249,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,43.918369528253336,2858.3094848415294,40,34,126,0,2,1,1,44.00428142090826,0.33333333333333337,0.030790424657844876,58.75,0,0,0,0.6761326240275373,2020-05-01 08:12:49.376628746,2025-09-01
TC0005497,No,Male,0.0097628948393923,Yes,No,64.94171595616902,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),99.2693108662092,6438.315426092724,14,76,116,0,0,1,0,99.13990308537771,0.7666666666666666,0.0,57.41,1,1,0,1.5285908203166179,2020-05-01 17:57:52.241609892,2025-09-01
TC0005549,No,Male,0.0059555825422632,No,No,64.93719676579133,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.84691668857549,5119.473244662656,17,101,15,0,1,3,1,78.83729972402466,0.7166666666666667,0.015399494431622836,78.41,1,6,0,1.214202654496348,2020-05-01 21:13:05.983068882,2025-09-01
TC0000687,No,Female,0.0139796685024664,No,No,64.93450567848333,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,31.37924216111383,2043.8574955835863,17,65,8,1,4,3,0,31.475676517867726,0.7166666666666667,0.06160053053773285,68.41,0,5,0,0.4832444912491517,2020-05-01 23:09:21.281371200,2025-09-01
TC0000225,No,Male,0.0,No,No,64.91223246926945,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,24.650144029899348,1595.3404433963217,18,28,15,0,0,4,1,24.576884551792034,0.7,0.0,84.06,1,8,0,0.3797457442488847,2020-05-02 15:11:33.439653577,2025-09-01
TC0001578,No,Male,0.9955489328019778,No,No,64.89072364472538,No,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.91681105300908,6477.21480155548,26,63,15,1,3,2,0,99.81726875197174,0.5666666666666667,0.0462315694986683,59.38,0,3,0,1.5397703314274995,2020-05-03 06:40:44.312871816,2025-09-01
TC0003715,No,Female,0.0390616709405176,Yes,No,64.87908500793569,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,84.77424238384168,5491.299824681966,22,85,16,0,0,1,1,84.63898379593822,0.6333333333333333,0.0,64.71,1,0,0,1.3066497835700446,2020-05-03 15:03:31.659430709,2025-09-01
TC0001196,No,Female,0.0311202924097313,No,No,64.87466372643586,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.25415895837932,1182.8185262674629,33,7,28,0,2,2,1,18.232364660188207,0.44999999999999996,0.030828676175241855,67.04,1,2,0,0.2813757776896331,2020-05-03 18:14:31.621078269,2025-09-01
TC0001393,No,Female,0.0,No,Yes,64.87107217981033,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.78560194882244,3825.220589798541,33,9,4,0,2,4,0,58.966507894239115,0.44999999999999996,0.030830382985753323,69.04,1,6,0,0.9061913110651213,2020-05-03 20:49:40.909931634,2025-09-01
TC0000830,No,Male,0.0,Yes,No,64.86597195342053,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),78.56618719694751,5099.172462277447,40,2,1,0,2,4,1,78.6109004261757,0.33333333333333337,0.03083280709084535,76.7,1,8,0,1.2112080468533633,2020-05-04 00:30:00.696733995,2025-09-01
TC0006535,No,Male,0.0,Yes,No,64.85132994252439,No,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),101.46965246301234,6580.407061814883,1,2,233,0,0,3,0,101.46911509211735,0.9833333333333333,0.0,73.7,1,4,0,1.5646502940331612,2020-05-04 11:02:32.788976799,2025-09-01
TC0007427,No,Female,0.0,No,Yes,64.84320588775756,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,88.2982419816954,5726.540530191771,41,115,9,1,3,1,1,88.31365525178244,0.31666666666666665,0.04626544846028968,58.36,1,1,0,1.3617192545127716,2020-05-04 16:53:30.338932396,2025-09-01
TC0000614,No,Female,0.0046161839351194,Yes,No,64.83208005752078,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,23.23304958183891,1505.230278590601,49,94,20,0,2,1,0,23.217368272853808,0.18333333333333335,0.030848925381162313,45.68,1,1,0,0.3583573064634964,2020-05-05 00:54:08.490906130,2025-09-01
TC0004688,No,Male,0.0,Yes,No,64.80608937917113,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Mailed check,105.43888587171044,6827.170773780902,24,36,225,0,1,5,1,105.34767394829375,0.6,0.015430648718041657,88.0,0,10,0,1.6269904091080494,2020-05-05 19:36:56.329188440,2025-09-01
TC0003328,No,Female,0.0082101179421187,No,Yes,64.79347232137371,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),69.54246214621898,4498.969195545196,50,11,11,0,1,3,0,69.43553161081476,0.16666666666666663,0.015433653486573917,57.33,0,6,0,1.0732942633679272,2020-05-06 04:41:59.742999327,2025-09-01
TC0007504,No,Male,0.0357034558373918,Yes,Yes,64.78811560533983,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,107.2894813462631,6948.791768982744,15,103,217,0,1,2,1,107.2541114069696,0.75,0.015434929549294997,72.99,1,1,0,1.6560055859599707,2020-05-06 08:33:24.350959178,2025-09-01
TC0002751,No,Male,0.0,Yes,Yes,64.78465962851502,No,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,24.314618362107968,1571.03161460684,5,33,7,0,1,5,0,24.250055856052523,0.9166666666666666,0.015435752934940932,84.32,1,10,0,0.37531444174487677,2020-05-06 11:02:42.242889077,2025-09-01
TC0006406,No,Male,0.009515392196448,No,Yes,64.77667572269186,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.54068649864129,5609.878316086903,5,13,13,0,4,3,0,86.60336847328693,0.9166666666666666,0.061750621738045804,72.32,1,6,0,1.3359852992321015,2020-05-06 16:47:36.526782691,2025-09-01
TC0007929,No,Male,0.9715064132828986,Yes,Yes,64.7659095326524,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,101.29540456634368,6562.855766151752,19,16,190,0,2,4,0,101.3319478334975,0.6833333333333333,0.030880443344838374,73.65,0,7,0,1.5640235009017291,2020-05-07 00:32:42.491364971,2025-09-01
TC0005582,No,Female,0.0009592232703708,No,No,64.76220253199735,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,26.10467355007236,1700.057477366783,30,103,11,0,2,4,1,26.250766819223422,0.5,0.030882210947224212,79.98,0,5,0,0.40308501764087945,2020-05-07 03:12:51.037062878,2025-09-01
TC0000105,No,Female,0.0,Yes,No,64.75797455806493,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,101.12347501795792,6544.226425812898,29,80,18,1,3,3,1,101.05668792875923,0.5166666666666666,0.04632634081706901,74.31,0,6,0,1.5615601894294275,2020-05-07 06:15:29.945495702,2025-09-01
TC0002099,No,Male,0.0,No,Yes,64.73849697181143,No,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,52.33157152049627,3396.9581347148232,41,96,7,0,2,2,0,52.471995699775576,0.31666666666666665,0.03089351921270035,54.3,1,3,0,0.808353205099627,2020-05-07 20:16:55.849064774,2025-09-01
TC0006442,No,Male,0.0020851548154507,Yes,No,64.7325438354104,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),113.15959588253122,7329.318029222343,15,51,6,1,4,3,1,113.22462543505071,0.75,0.061792720678032355,78.96,0,4,0,1.7481098251020681,2020-05-08 00:34:06.378616252,2025-09-01
TC0007954,No,Male,1.0,No,Yes,64.72600836488171,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,88.95908653919838,5751.783353715395,21,39,28,0,0,4,1,88.8635573089987,0.65,0.0,82.96,1,7,0,1.374394757014937,2020-05-08 05:16:26.318226625,2025-09-01
TC0007710,No,Male,0.0,Yes,No,64.69431963005627,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),95.030033024392,6143.551870789075,28,27,6,1,5,1,0,94.96277116630883,0.5333333333333333,0.07728653811635504,52.61,0,1,0,1.46890845390763,2020-05-09 04:05:23.518894149,2025-09-01
TC0003752,No,Female,0.0114619482618945,Yes,Yes,64.69199348315553,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.389092343047707,1645.5002071290185,32,52,3,1,1,4,0,25.435917468789597,0.4666666666666667,0.015457863425717118,69.27,0,9,0,0.3924611219417517,2020-05-09 05:45:52.891660875,2025-09-01
TC0003362,No,Female,0.0,Yes,Yes,64.68558478900523,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,75.22812225481916,4862.824910058552,28,120,27,0,1,1,1,75.17633064492443,0.5333333333333333,0.01545939490632807,62.6,0,1,0,1.1629812499987766,2020-05-09 10:22:44.226898436,2025-09-01
TC0003098,No,Male,0.0215850063728164,Yes,No,64.67974117517866,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.1857584222225,5635.158956987063,35,40,28,0,0,4,0,87.12401834949824,0.41666666666666663,0.0,68.27,0,7,0,1.3479608427326344,2020-05-09 14:35:10.873936896,2025-09-01
TC0000226,No,Female,0.0,No,Yes,64.6788308380775,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.3714013337827,2872.828274447553,40,40,17,0,2,2,1,44.41682444198221,0.33333333333333337,0.03092201844227782,64.6,1,3,0,0.6860266451764697,2020-05-09 15:14:30.467703112,2025-09-01
TC0007690,No,Male,0.0,No,No,64.66186380979659,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,104.81874081392354,6776.971489066506,13,77,15,1,4,1,0,104.80631224922661,0.7833333333333333,0.06186026452571849,57.59,0,2,0,1.6210287585005088,2020-05-10 03:27:29.005007256,2025-09-01
TC0001028,No,Male,0.0,Yes,No,64.66184629511599,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),113.41001691574183,7328.759896062823,34,66,272,0,0,2,0,113.3397871538409,0.43333333333333335,0.0,56.59,0,2,0,1.753893886638184,2020-05-10 03:28:14.403059346,2025-09-01
TC0001095,No,Female,0.0,Yes,No,64.64400952004368,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,51.91676736219691,3352.894009113378,21,4,23,0,2,3,1,51.86704899660921,0.65,0.030938674980856114,76.91,0,3,0,0.8031179957378644,2020-05-10 16:18:47.324046782,2025-09-01
TC0004433,No,Female,0.0,No,Yes,64.63785163478202,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.73719676874612,5799.964219356461,7,23,7,0,1,4,1,89.73015149277433,0.8833333333333333,0.015470811215233736,87.58,1,8,0,1.388307230193554,2020-05-10 20:44:48.562644996,2025-09-01
TC0005258,No,Female,0.0024193613888193,No,No,64.63591539232561,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,19.856381011671324,1275.8756086829824,32,57,183,0,0,4,1,19.739421975208387,0.4666666666666667,0.0,79.24,0,9,0,0.3072035244050852,2020-05-10 22:08:27.303092011,2025-09-01
TC0002595,No,Male,0.0,No,No,64.62022611184314,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,85.34654196776839,5513.738414882575,26,74,281,0,1,1,0,85.32527269928657,0.5666666666666667,0.015475030964287002,53.23,0,0,0,1.320740379646036,2020-05-11 09:26:13.918102590,2025-09-01
TC0003724,No,Male,0.0,No,No,64.6156587599366,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.38849380160337,5325.389305979025,33,2,13,0,0,4,0,82.41638959008658,0.44999999999999996,0.0,68.9,0,6,0,1.27505461342888,2020-05-11 12:43:32.494244359,2025-09-01
TC0006349,No,Male,0.0021015435465572,Yes,No,64.6083123146354,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,93.12924248083078,6009.750165459236,26,41,226,0,1,2,0,93.018219330547,0.5666666666666667,0.015477884565845175,59.23,0,3,0,1.4414436648229036,2020-05-11 18:00:54.480465052,2025-09-01
TC0003053,No,Female,0.0,Yes,No,64.59817208919617,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.30735616591822,5066.9720067669705,20,30,11,0,1,4,0,78.43831865351504,0.6666666666666667,0.015480314189373892,73.22,0,7,0,1.212222476787619,2020-05-12 01:18:57.944803528,2025-09-01
TC0005978,No,Male,0.0,Yes,Yes,64.57924464837983,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,106.85177761625172,6902.080193748177,29,56,10,1,3,3,1,106.87768541314671,0.5166666666666666,0.046454553879258856,74.21,0,6,0,1.654583886789584,2020-05-12 14:56:37.871399490,2025-09-01
TC0005274,No,Female,0.0076275181835398,No,No,64.5640770806638,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.63865160346434,6751.843330447194,31,25,3,0,3,2,1,104.5758513981654,0.4833333333333333,0.04646546710877504,67.54,0,1,0,1.6206946081291143,2020-05-13 01:51:52.206919440,2025-09-01
TC0004389,No,Male,0.0,Yes,No,64.5515987834304,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),89.87802704112971,5806.004137000308,50,85,4,0,0,3,0,89.943614820128,0.16666666666666663,0.0,57.2,1,6,0,1.392343934697405,2020-05-13 10:50:55.953348395,2025-09-01
TC0003557,No,Male,0.015085158584696,No,No,64.54962407661395,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),39.024192899632496,2531.7766269998847,30,0,282,1,3,5,1,39.222174617080945,0.5,0.046475870973923875,85.86,1,10,0,0.604561118021612,2020-05-13 12:16:14.393416642,2025-09-01
TC0003768,No,Male,0.0136714575239889,Yes,No,64.54930322507028,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),76.39747819010046,4929.500922435071,23,4,222,0,0,5,1,76.36799587513602,0.6166666666666667,0.0,88.19,0,10,0,1.1835523293523094,2020-05-13 12:30:06.040617843,2025-09-01
TC0006659,No,Female,0.0,No,No,64.53522750136064,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,84.11826688765547,5430.683347897236,39,77,14,0,4,1,1,84.15068108007735,0.35,0.061981651802740845,58.85,1,0,0,1.3034472821201715,2020-05-13 22:38:10.316473230,2025-09-01
TC0007604,No,Female,0.0146125809184199,Yes,No,64.51725352510311,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,83.834547716417,5407.894203274141,29,27,14,0,1,2,1,83.82089918272753,0.5166666666666666,0.015499729845302675,68.18,0,3,0,1.2994128413076,2020-05-14 11:34:38.862932731,2025-09-01
TC0001155,No,Male,0.0062503274962592,No,No,64.50810215396454,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65855994567688,4560.335625030737,16,58,16,1,4,2,0,70.69399769576802,0.7333333333333334,0.062007714789888105,62.5,1,4,0,1.095343958143936,2020-05-14 18:09:59.216923896,2025-09-01
TC0006460,No,Female,0.0,Yes,No,64.50372777795813,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,106.17955416868551,6852.629584384577,35,42,298,0,1,1,0,106.23617921701296,0.41666666666666663,0.015502979974154526,50.17,0,0,0,1.6460995019417872,2020-05-14 21:18:57.599532519,2025-09-01
TC0003286,No,Male,0.0036955448409637,No,No,64.49388520687846,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Mailed check,21.623990690145035,1393.1727518407129,51,10,148,0,1,4,0,21.6016254466885,0.15000000000000002,0.015505345922210732,62.83,1,6,0,0.33528745586936315,2020-05-15 04:24:09.543771024,2025-09-01
TC0004312,No,Female,0.0370626405766401,No,Yes,64.41491854758438,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,51.15951404082067,3303.503214378768,20,104,4,0,0,1,0,51.28475342149839,0.6666666666666667,0.0,55.12,1,0,0,0.7942184076974075,2020-05-17 13:15:31.124661296,2025-09-01
TC0004881,No,Female,0.0,No,No,64.39737055868136,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.70922003870973,2882.054633260216,7,78,21,1,3,1,1,44.7542284453055,0.8833333333333333,0.04658575302024614,69.44,1,1,0,0.6942708941503903,2020-05-18 01:53:35.511897915,2025-09-01
TC0006886,No,Female,0.0355026396783304,No,No,64.3962457225157,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.27577226965376,5499.315617306248,12,118,17,0,1,2,1,85.39807803397225,0.8,0.01552885558436145,73.78,0,4,0,1.324235152420348,2020-05-18 02:42:11.087239297,2025-09-01
TC0008355,No,Male,0.0091332925962641,No,No,64.39038730723038,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,65.76446953819425,4229.847059645138,50,77,17,0,1,1,0,65.69066030715068,0.16666666666666663,0.01553026844253366,45.11,0,0,0,1.0213398659089843,2020-05-18 06:55:16.099658847,2025-09-01
TC0008447,No,Female,0.008453896506558,No,No,64.38857220921132,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.40249186674046,5690.999710473818,48,22,20,0,1,1,1,88.38524469812165,0.19999999999999996,0.015530706236982557,55.77,0,0,0,1.372953131799586,2020-05-18 08:13:40.833724268,2025-09-01
TC0006247,No,Female,0.0,Yes,No,64.36515611361396,Yes,No phone service,No,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,48.408441293323705,3114.5095999934306,1,72,71,0,2,4,1,48.3881309088393,0.9833333333333333,0.031072712640822404,89.43,1,10,0,0.7520907928487843,2020-05-19 01:05:15.353512599,2025-09-01
TC0000297,No,Female,0.0351842654024284,Yes,No,64.36048037885034,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.8359852695506,6292.330487738008,30,10,36,0,1,3,1,97.76699071695784,0.5,0.015537485023629696,73.76,1,5,0,1.520125155897698,2020-05-19 04:27:14.858019911,2025-09-01
TC0001051,No,Male,0.0020318277481652,No,No,64.35791520661999,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),90.49714206153224,5816.967444108404,33,19,18,1,7,3,0,90.38464694564965,0.44999999999999996,0.1087667302075684,62.75,1,5,0,1.4061540335946667,2020-05-19 06:18:03.784440978,2025-09-01
TC0003088,No,Male,0.0021044294036356,No,Yes,64.35749245308669,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.9450279235236,1354.73817363828,33,12,13,0,1,1,0,21.05020133632171,0.44999999999999996,0.015538206382558312,50.75,0,1,0,0.3254481665641565,2020-05-19 06:36:19.561599300,2025-09-01
TC0006040,No,Male,0.0,Yes,No,64.34346347900731,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),20.333546923089045,1304.312627932925,36,69,6,1,2,2,1,20.27109759732579,0.4,0.031083188436887916,65.75,0,2,0,0.31601573530033966,2020-05-19 16:42:22.662413062,2025-09-01
TC0008001,No,Female,0.0,No,No,64.3433256247379,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.49296082858054,6216.060065579981,18,26,19,0,3,5,0,96.60769015629042,0.7,0.04662488254798254,79.75,0,9,0,1.499657655113216,2020-05-19 16:48:19.980679355,2025-09-01
TC0005163,No,Female,0.997900125841464,No,Yes,64.33929367529208,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,88.23000347294266,5662.972353011885,30,67,249,1,2,4,0,88.01732237832462,0.5,0.031085202925814067,69.74,1,9,0,1.3713237810508512,2020-05-19 19:42:30.793642920,2025-09-01
TC0004372,No,Male,0.0,Yes,No,64.33057704266128,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,85.36096793531692,5496.28085215371,21,21,191,1,1,3,0,85.43807789115296,0.65,0.015544707446613498,66.74,1,5,0,1.3269112739142568,2020-05-20 01:59:04.305421971,2025-09-01
TC0001569,No,Female,0.018677184594381,No,No,64.31042274775089,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,22.14866412792125,1424.2210602520386,5,17,27,0,2,4,1,22.146037911123006,0.9166666666666666,0.0310991580298692,88.06,1,7,0,0.344402402932359,2020-05-20 16:29:44.237829685,2025-09-01
TC0003728,No,Male,0.0,Yes,Yes,64.30732512076558,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),93.2327506822434,5993.012863886391,46,57,339,0,2,3,0,93.1933158879155,0.23333333333333328,0.0311006560488111,58.39,0,5,0,1.4497998557265053,2020-05-20 18:43:33.286975600,2025-09-01
TC0007369,No,Female,0.0339727223221079,No,No,64.30404231736388,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.70307687664275,5058.684056868793,38,53,13,0,3,4,0,78.66821236373204,0.3666666666666667,0.04665336566547258,67.06,1,8,0,1.223921141507938,2020-05-20 21:05:22.313392815,2025-09-01
TC0001543,No,Female,0.0,No,Yes,64.29892231882685,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),72.81131076331337,4675.843357018992,15,60,228,1,3,4,0,72.72040009992354,0.75,0.04665708058254024,74.72,1,7,0,1.1323877312014305,2020-05-21 00:46:33.349600797,2025-09-01
TC0006223,No,Female,0.0,No,No,64.29713609221537,Yes,Yes,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.675498534910705,1198.9024491469927,34,96,15,0,1,2,0,18.646280721236465,0.43333333333333335,0.015552792251365497,56.39,1,2,0,0.2904561489041469,2020-05-21 02:03:43.248977770,2025-09-01
TC0004526,No,Male,0.01110914871833,Yes,No,64.29321097986113,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),96.468208738349,6206.41046806929,5,119,297,0,3,2,1,96.53290562845514,0.9166666666666666,0.04666122525657809,76.05,0,3,0,1.5004416060128993,2020-05-21 04:53:17.140199952,2025-09-01
TC0006542,No,Female,0.9986472724133122,Yes,Yes,64.29231274946069,Yes,No,No,No,No internet service,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),92.68679598097852,5959.993228233366,23,110,40,0,3,1,1,92.70149063479383,0.6166666666666667,0.04666187716236985,64.05,0,0,0,1.4416466295460184,2020-05-21 05:32:05.353397892,2025-09-01
TC0001390,No,Male,0.0040009687949476,Yes,No,64.27200974815165,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.69038981340162,3135.2470384906374,0,18,6,0,2,4,1,48.78090868444956,1.0,0.031117744844714718,89.71,1,9,0,0.7575675633015642,2020-05-21 20:09:10.732790932,2025-09-01
TC0005804,No,Male,0.0,No,No,64.24818994971031,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.24767177520458,7079.970204143254,4,18,43,1,2,5,1,110.19719325454984,0.9333333333333333,0.031129281643039002,94.36,1,10,0,1.7159654125898325,2020-05-22 13:18:11.650350877,2025-09-01
TC0005175,No,Male,0.0,Yes,No,64.23474833791688,No,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,48.274619297981424,3103.680625739196,32,97,264,1,0,2,0,48.317782914191575,0.4666666666666667,0.0,57.02,1,1,0,0.7515343415689166,2020-05-22 22:58:52.308119448,2025-09-01
TC0001982,No,Female,0.0,No,No,64.23088591950426,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.89538083623795,3260.7003250145394,47,18,6,0,1,3,0,50.76530205578871,0.21666666666666667,0.015568833991379549,58.02,0,5,0,0.7923817351674287,2020-05-23 01:45:43.696644967,2025-09-01
TC0007091,No,Female,0.0085894878366432,No,No,64.22002238924522,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.15265899075688,3603.577881263412,25,29,27,0,0,3,0,56.11299633970379,0.5833333333333333,0.0,65.34,0,5,0,0.8743793119598887,2020-05-23 09:35:01.967076390,2025-09-01
TC0008108,No,Male,1.0,Yes,No,64.20706109887955,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,19.94567165716918,1277.896572763985,23,100,40,0,0,3,0,19.902742017673273,0.6166666666666667,0.0,66.0,1,5,0,0.3106460771729239,2020-05-23 18:54:57.631704207,2025-09-01
